trans_id,lang,translation
ジ アウトレット 広島,ko,아울렛 히로시마
ジ アウトレット 広島,zh-cn,THE OUTLETS 广岛
ジ アウトレット 広島,zh-tw,THE OUTLETS 廣島
ジアウトレット広島,ja,ジアウトレット広島
ジアウトレット広島,ja-Hrkt,じあうとれっとひろしま
ジアウトレット広島,en,THE OUTLETS HIROSHIMA
ジアウトレット広島,ko,아울렛 히로시마
ジアウトレット広島,zh-cn,THE OUTLETS 广岛
ジアウトレット広島,zh-tw,THE OUTLETS 廣島
そらの北,ja,そらの北
そらの北,ja-Hrkt,そらのきた
そらの北,en,Sorano-kita
そらの北,ko,소라노키타
そらの北,zh-cn,SORANO北
そらの北,zh-tw,SORANO北
宮内河本,ja,宮内河本
宮内河本,ja-Hrkt,みやうちこうもと
宮内河本,en,Miyauchi Komoto
宮内河本,ko,미야우치 코모토
宮内河本,zh-cn,宫内河本
宮内河本,zh-tw,宮內河本
地御前三丁目,ja,地御前三丁目
地御前三丁目,ja-Hrkt,じごぜんさんちょうめ
地御前三丁目,en,Jigozen-sanchome (Jigozen 3)
地御前三丁目,ko,지고젠 3초메
地御前三丁目,zh-cn,地御前三丁目
地御前三丁目,zh-tw,地禦前三丁目
阿品台入口,ja,阿品台入口
阿品台入口,ja-Hrkt,あじなだいいりぐち
阿品台入口,en,Ajinadai-iriguchi
阿品台入口,ko,아지나다이 이리구치
阿品台入口,zh-cn,阿品台入口
阿品台入口,zh-tw,阿品臺入口
阿品台中央,ja,阿品台中央
阿品台中央,ja-Hrkt,あじなだいちゅうおう
阿品台中央,en,Ajinadai-chuo
阿品台中央,ko,아지나다이 추오
阿品台中央,zh-cn,阿品台中央
阿品台中央,zh-tw,阿品臺中央
阿品台西,ja,阿品台西
阿品台西,ja-Hrkt,あじなだいにし
阿品台西,en,Ajinadai-nishi
阿品台西,ko,아지나다이 니시
阿品台西,zh-cn,阿品台西
阿品台西,zh-tw,阿品臺西
ふじタウン中,ja,ふじタウン中
ふじタウン中,ja-Hrkt,ふじたうんなか
ふじタウン中,en,Fuji Town-naka
ふじタウン中,ko,후지타운 나카
ふじタウン中,zh-cn,Fuji Town中
ふじタウン中,zh-tw,Fuji Town中
ふじタウン南,ja,ふじタウン南
ふじタウン南,ja-Hrkt,ふじたうんみなみ
ふじタウン南,en,Fuji Town-minami
ふじタウン南,ko,후지타운 미나미
ふじタウン南,zh-cn,Fuji Town南
ふじタウン南,zh-tw,Fuji Town南
八幡東小学校,ja,八幡東小学校
八幡東小学校,ja-Hrkt,やはたひがししょうがっこう
八幡東小学校,en,Yahata-higashi Shogakko (Yahata-higashi Elementary School)
八幡東小学校,ko,야하타 히가시 초등학교
八幡東小学校,zh-cn,八幡东小学
八幡東小学校,zh-tw,八幡東小學
中地上,ja,中地上
中地上,ja-Hrkt,なかじかみ
中地上,en,Nakaji-kami
中地上,ko,나카지 카미
中地上,zh-cn,中地上
中地上,zh-tw,中地上
中地下,ja,中地下
中地下,ja-Hrkt,なかじしも
中地下,en,Nakaji-shimo
中地下,ko,나카지 시모
中地下,zh-cn,中地下
中地下,zh-tw,中地下
中地,ja,中地
中地,ja-Hrkt,なかじ
中地,en,Nakaji
中地,ko,나카지
中地,zh-cn,中地
中地,zh-tw,中地
昭和台,ja,昭和台
昭和台,ja-Hrkt,しょうわだい
昭和台,en,Showadai
昭和台,ko,쇼와다이
昭和台,zh-cn,昭和台
昭和台,zh-tw,昭和臺
皆賀公園,ja,皆賀公園
皆賀公園,ja-Hrkt,みながこうえん
皆賀公園,en,Minaga Koen (Minaga Park)
皆賀公園,ko,미나가 공원
皆賀公園,zh-cn,皆贺公园
皆賀公園,zh-tw,皆賀公園
駅前橋,ja,駅前橋
駅前橋,ja-Hrkt,えきまえばし
駅前橋,en,Ekimaebashi
駅前橋,ko,에키마에바시
駅前橋,zh-cn,站前桥
駅前橋,zh-tw,站前橋
駅前通り,ja,駅前通り
駅前通り,ja-Hrkt,えきまえどおり
駅前通り,en,Ekimae-dori  (Ekimae-dori Ave.)
駅前通り,ko,에키마에 도리（에키마에도리 거리）
駅前通り,zh-cn,站前通
駅前通り,zh-tw,站前通
森城団地入口,ja,森城団地入口
森城団地入口,ja-Hrkt,もりじょうだんちいりぐち
森城団地入口,en,Morijo Danchi-iriguchi (Morijo Housing Complex)
森城団地入口,ko,모리조 단치 이리구치
森城団地入口,zh-cn,森城团地入口
森城団地入口,zh-tw,森城團地入口
森城団地中,ja,森城団地中
森城団地中,ja-Hrkt,もりじょうだんちなか
森城団地中,en,Morijo Danchi-naka (Morijo Housing Complex)
森城団地中,ko,모리조 단치 나카
森城団地中,zh-cn,森城团地中
森城団地中,zh-tw,森城團地中
森城団地中央,ja,森城団地中央
森城団地中央,ja-Hrkt,もりじょうだんちちゅうおう
森城団地中央,en,Morijo Danchi-chuo (Morijo Housing Complex)
森城団地中央,ko,모리조 단치 추오
森城団地中央,zh-cn,森城团地中央
森城団地中央,zh-tw,森城團地中央
広島北工業団地,ja,広島北工業団地
広島北工業団地,ja-Hrkt,ひろしまきたこうぎょうだんち
広島北工業団地,en,Hiroshima-kita Kogyodanchi
広島北工業団地,ko,히로시마 키타 코교 단치
広島北工業団地,zh-cn,广岛北工业团地
広島北工業団地,zh-tw,廣島北工業團地
久地,ja,久地
久地,ja-Hrkt,くち
沼田高校,ja,沼田高校
沼田高校,ja-Hrkt,ぬまたこうこう
沼田高校,en,Numata Koko (Numata High School)
沼田高校,ko,누마타 고등학교
沼田高校,zh-cn,沼田高中
沼田高校,zh-tw,沼田高中
井口一丁目,ja,井口一丁目
井口一丁目,ja-Hrkt,いのくちいっちょうめ
井口一丁目,en,Inokuchi-itchome (Inokuchi 1)
井口一丁目,ko,이노쿠치 1초메
井口一丁目,zh-cn,井口一丁目
井口一丁目,zh-tw,井口一丁目
鈴が峰第三歩道橋,ja,鈴が峰第三歩道橋
鈴が峰第三歩道橋,ja-Hrkt,すずがみねだいさんほどうきょう
鈴が峰第三歩道橋,en,Suzugamine Daisan Hodokyo
鈴が峰第三歩道橋,ko,스즈가미네 다이3 호도쿄
鈴が峰第三歩道橋,zh-cn,铃峰第三天桥
鈴が峰第三歩道橋,zh-tw,鈴峰第三天橋
鈴が峰第二歩道橋,ja,鈴が峰第二歩道橋
鈴が峰第二歩道橋,ja-Hrkt,すずがみねだいにほどうきょう
鈴が峰第二歩道橋,en,Suzugamine Daini Hodokyo
鈴が峰第二歩道橋,ko,스즈가미네 다이2 호도쿄
鈴が峰第二歩道橋,zh-cn,铃峰第二天桥
鈴が峰第二歩道橋,zh-tw,鈴峰第二天橋
草津梅が台,ja,草津梅が台
草津梅が台,ja-Hrkt,くさつうめがだい
草津梅が台,en,Kusatsu Byoin-iriguchi (Kusatsu Hospital Entrance)
草津梅が台,ko,구사쓰 병원
草津梅が台,zh-cn,草津医院入口
草津梅が台,zh-tw,草津醫院入口
井口四丁目,ja,井口四丁目
井口四丁目,ja-Hrkt,いのくちよんちょうめ
井口四丁目,en,Inokuchi-yonchome (Inokuchi 4)
井口四丁目,ko,이노쿠치 4초메
井口四丁目,zh-cn,井口四丁目
井口四丁目,zh-tw,井口四丁目
済生会広島病院前,ja,済生会広島病院前
済生会広島病院前,ja-Hrkt,さいせいかいひろしまびょういんまえ
済生会広島病院前,en,Saiseikai Hiroshima Byoin-mae (Saiseikai Hiroshima Hospital)
済生会広島病院前,ko,사이세이카이 히로시마 병원
済生会広島病院前,zh-cn,济生会广岛医院前
済生会広島病院前,zh-tw,濟生會廣島醫院前
山田入口,ja,山田入口
山田入口,ja-Hrkt,やまだいりぐち
山田入口,en,Yamada-iriguchi
山田入口,ko,야마다 이리구치
山田入口,zh-cn,山田入口
山田入口,zh-tw,山田入口
五月が丘四丁目中,ja,五月が丘四丁目中
五月が丘四丁目中,ja-Hrkt,さつきがおかよんちょうめなか
五月が丘四丁目中,en,Satsukigaoka-yonchome-naka (Satsukigaoka 4-naka)
五月が丘四丁目中,ko,사쓰키가오카 4초메 나카
五月が丘四丁目中,zh-cn,五月丘四丁目中
五月が丘四丁目中,zh-tw,五月丘四丁目中
上沖,ja,上沖
上沖,ja-Hrkt,うわおき
上沖,en,Uwaoki
上沖,ko,우와오키
上沖,zh-cn,上冲
上沖,zh-tw,上衝
下沖,ja,下沖
下沖,ja-Hrkt,したおき
下沖,en,Shitaoki
下沖,ko,시타오키
下沖,zh-cn,下冲
下沖,zh-tw,下衝
下沖マックス,ja,下沖マックス
下沖マックス,ja-Hrkt,シタオキ（マックスバリュマエ）
笹利,ja,笹利
笹利,ja-Hrkt,ささり
笹利,en,Sasari
笹利,ko,사사리
笹利,zh-cn,笹利
笹利,zh-tw,笹利
野登呂橋,ja,野登呂橋
野登呂橋,ja-Hrkt,のとろばし
野登呂橋,en,Notorobashi
野登呂橋,ko,노토로바시
野登呂橋,zh-cn,野登吕桥
野登呂橋,zh-tw,野登呂橋
藤の木団地入口,ja,藤の木団地入口
藤の木団地入口,ja-Hrkt,ふじのきだんちいりぐち
藤の木団地入口,en,Fujinoki Danchi-iriguchi (Fujinoki Housing Complex)
藤の木団地入口,ko,후지노키 단치 이리구치
藤の木団地入口,zh-cn,藤之木团地入口
藤の木団地入口,zh-tw,藤之木團地入口
藤の木一丁目集会所前,ja,藤の木一丁目集会所前
藤の木一丁目集会所前,ja-Hrkt,ふじのきいっちょうめしゅうかいしょまえ
藤の木一丁目集会所前,en,Fujinoki-itchome Shukaisho-mae
藤の木一丁目集会所前,ko,후지노키 1초메 집회소
藤の木一丁目集会所前,zh-cn,藤之木一丁目集会所前
藤の木一丁目集会所前,zh-tw,藤之木一丁目集會所前
近隣公園前,ja,近隣公園前
近隣公園前,ja-Hrkt,きんりんこうえんまえ
近隣公園前,en,Kinrin Koen-mae (Kinrin Park)
近隣公園前,ko,긴린 공원
近隣公園前,zh-cn,近邻公园前
近隣公園前,zh-tw,近鄰公園前
児童公園前,ja,児童公園前
児童公園前,ja-Hrkt,じどうこうえんまえ
児童公園前,en,Jido Koen-mae (Children's Park)
児童公園前,ko,지도 공원
児童公園前,zh-cn,儿童公园前
児童公園前,zh-tw,兒童公園前
藤の木団地,ja,藤の木団地
藤の木団地,ja-Hrkt,ふじのきだんち
藤の木団地,en,Fujinoki Danchi (Fujinoki Housing Complex)
藤の木団地,ko,후지노키 단치
藤の木団地,zh-cn,藤之木团地
藤の木団地,zh-tw,藤之木團地
五月が丘四丁目,ja,五月が丘四丁目
五月が丘四丁目,ja-Hrkt,さつきがおかよんちょうめ
五月が丘四丁目,en,Satsukigaoka-yonchome (Satsukigaoka 4)
五月が丘四丁目,ko,사쓰키가오카 4초메
五月が丘四丁目,zh-cn,五月丘四丁目
五月が丘四丁目,zh-tw,五月丘四丁目
宮園一丁目,ja,宮園一丁目
宮園一丁目,ja-Hrkt,みやぞのいっちょうめ
宮園一丁目,en,Miyazono-itchome (Miyazono 1)
宮園一丁目,ko,미야조노 1초메
宮園一丁目,zh-cn,宫园一丁目
宮園一丁目,zh-tw,宮園一丁目
宮園中央,ja,宮園中央
宮園中央,ja-Hrkt,みやぞのちゅうおう
宮園中央,en,Miyazono-chuo
宮園中央,ko,미야조노 추오
宮園中央,zh-cn,宫园中央
宮園中央,zh-tw,宮園中央
城山南,ja,城山南
城山南,ja-Hrkt,じょうやまみなみ
城山南,en,Joyama-minami
城山南,ko,조야마 미나미
城山南,zh-cn,城山南
城山南,zh-tw,城山南
東観音台入口,ja,東観音台入口
東観音台入口,ja-Hrkt,ひがしかんのんだいいりぐち
東観音台入口,en,Higashi-kannondai-iriguchi
東観音台入口,ko,히가시칸논다이 이리구치
東観音台入口,zh-cn,东观音台入口
東観音台入口,zh-tw,東觀音臺入口
東観音台下,ja,東観音台下
東観音台下,ja-Hrkt,ひがしかんのんだいしも
東観音台下,en,Higashi-kannondai-shimo
東観音台下,ko,히가시칸논다이 시모
東観音台下,zh-cn,东观音台下
東観音台下,zh-tw,東觀音臺下
東観音台中央,ja,東観音台中央
東観音台中央,ja-Hrkt,ひがしかんのんだいちゅうおう
東観音台中央,en,Higashi-kannondai-chuo
東観音台中央,ko,히가시칸논다이 추오
東観音台中央,zh-cn,东观音台中央
東観音台中央,zh-tw,東觀音臺中央
東観音台中,ja,東観音台中
東観音台中,ja-Hrkt,ひがしかんのんだいなか
東観音台中,en,Higashi-kannondai-naka
東観音台中,ko,히가시칸논다이 나카
東観音台中,zh-cn,东观音台中
東観音台中,zh-tw,東觀音臺中
東観音台上,ja,東観音台上
東観音台上,ja-Hrkt,ひがしかんのんだいかみ
東観音台上,en,Higashi-kannondai-kami
東観音台上,ko,히가시칸논다이 가미
東観音台上,zh-cn,东观音台上
東観音台上,zh-tw,東觀音臺上
東観音台団地,ja,東観音台団地
東観音台団地,ja-Hrkt,ひがしかんのんだいだんち
東観音台団地,en,Higashi-kannondai Danchi
東観音台団地,ko,히가시칸논다이 단지
東観音台団地,zh-cn,东观音台团地
東観音台団地,zh-tw,東觀音臺團地
五日市駅南口,ja,五日市駅南口
五日市駅南口,ja-Hrkt,いつかいちえきみなみぐち
五日市駅南口,en,Itsukaichi Sta. South Entrance
五日市駅南口,ko,이쓰카이치 역
五日市駅南口,zh-cn,五日市站南口
五日市駅南口,zh-tw,五日市站南口
広島北インター,ja,広島北インター
広島北インター,ja-Hrkt,ひろしまきたいんたー
広島北インター,en,Hiroshima-kita Inter
広島北インター,ko,히로시마 키타 인터 （고속）
広島北インター,zh-cn,广岛北IC（高速）
広島北インター,zh-tw,廣島北IC（高速）
坪井長野,ja,坪井長野
坪井長野,ja-Hrkt,つぼいながの
坪井長野,en,Tsuboi Nagano
坪井長野,ko,쓰보이 나가노
坪井長野,zh-cn,坪井长野
坪井長野,zh-tw,坪井長野
鈴が峰住宅中,ja,鈴が峰住宅中
鈴が峰住宅中,ja-Hrkt,すずがみねじゅうたくなか
鈴が峰住宅中,en,Suzugamine Jutaku-naka
鈴が峰住宅中,ko,스즈가미네 주타쿠 나카
鈴が峰住宅中,zh-cn,铃峰住宅中
鈴が峰住宅中,zh-tw,鈴峰住宅中
宮園西,ja,宮園西
宮園西,ja-Hrkt,みやぞのにし
宮園西,en,Miyazono-nishi
宮園西,ko,미야조노 니시
宮園西,zh-cn,宫园西
宮園西,zh-tw,宮園西
宮園上,ja,宮園上
宮園上,ja-Hrkt,みやぞのかみ
宮園上,en,Miyazono-kami
宮園上,ko,미야조노 카미
宮園上,zh-cn,宫园上
宮園上,zh-tw,宮園上
四季が丘一丁目,ja,四季が丘一丁目
四季が丘一丁目,ja-Hrkt,しきがおかいっちょうめ
四季が丘一丁目,en,Shikigaoka-itchome (Shikigaoka 1)
四季が丘一丁目,ko,시키가오카 1초메
四季が丘一丁目,zh-cn,四季丘一丁目
四季が丘一丁目,zh-tw,四季丘一丁目
四季が丘中央,ja,四季が丘中央
四季が丘中央,ja-Hrkt,しきがおかちゅうおう
四季が丘中央,en,Shikigaoka-chuo
四季が丘中央,ko,시키가오카 추오
四季が丘中央,zh-cn,四季丘中央
四季が丘中央,zh-tw,四季丘中央
四季が丘南,ja,四季が丘南
四季が丘南,ja-Hrkt,しきがおかみなみ
四季が丘南,en,Shikigaoka-minami
四季が丘南,ko,시키가오카 미나미
四季が丘南,zh-cn,四季丘南
四季が丘南,zh-tw,四季丘南
四季が丘,ja,四季が丘
四季が丘,ja-Hrkt,しきがおか
四季が丘,en,Shikigaoka
四季が丘,ko,시키가오카
四季が丘,zh-cn,四季丘
四季が丘,zh-tw,四季丘
美鈴が丘高校,ja,美鈴が丘高校
美鈴が丘高校,ja-Hrkt,みすずがおかこうこう
美鈴が丘高校,en,Misuzugaoka Koko (Misuzugaoka High School)
美鈴が丘高校,ko,미스즈가오카 고등학교
美鈴が丘高校,zh-cn,美铃丘高中
美鈴が丘高校,zh-tw,美鈴丘高中
八木峠,ja,八木峠
八木峠,ja-Hrkt,やぎだお（ばいぱす）
八木峠,en,Yagi-dao Bypass
八木峠,ko,야기다오 （바이패스)
八木峠,zh-cn,八木峠（旁路）
八木峠,zh-tw,八木峠（旁路）
別所団地,ja,別所団地
別所団地,ja-Hrkt,べっしょだんち
別所団地,en,Bessho Danchi
別所団地,ko,벳쇼 단지
別所団地,zh-cn,别所团地
別所団地,zh-tw,別所團地
阿品台五丁目,ja,阿品台五丁目
阿品台五丁目,ja-Hrkt,あじなだいごちょうめ
阿品台五丁目,en,Ajinadai-gochome (Ajinadai 5)
阿品台五丁目,ko,아지나다이 5초메
阿品台五丁目,zh-cn,阿品台五丁目
阿品台五丁目,zh-tw,阿品臺五丁目
宮園入口,ja,宮園入口
宮園入口,ja-Hrkt,みやぞのいりぐち
宮園入口,en,Miyazono-iriguchi
宮園入口,ko,미야조노 이리구치
宮園入口,zh-cn,宫园入口
宮園入口,zh-tw,宮園入口
坪野下,ja,坪野下
坪野下,ja-Hrkt,つぼのしも
坪野下,en,Tsubonoshimo
坪野下,ko,쓰보노시모
坪野下,zh-cn,坪野下
坪野下,zh-tw,坪野下
学院入口,ja,学院入口
学院入口,ja-Hrkt,がくいんいりぐち
学院入口,en,Gakuin-iriguchi
学院入口,ko,가쿠인 이리구치
学院入口,zh-cn,学院入口
学院入口,zh-tw,學院入口
来見,ja,来見
来見,ja-Hrkt,くるみ
来見,en,Kurumi
来見,ko,구루미
来見,zh-cn,来见
来見,zh-tw,來見
田方が丘団地,ja,田方が丘団地
田方が丘団地,ja-Hrkt,たがたがおかだんち
田方が丘団地,en,Tagatagaoka Danchi (Tagatagaoka Housing Complex)
田方が丘団地,ko,다가타가오카 단지
田方が丘団地,zh-cn,田方丘团地
田方が丘団地,zh-tw,田方丘團地
体育館前,ja,体育館前
体育館前,ja-Hrkt,たいいくかんまえ
体育館前,en,Taiikukan-mae
体育館前,ko,체육관
体育館前,zh-cn,体育馆前
体育館前,zh-tw,體育館前
新井口駅,ja,新井口駅
新井口駅,ja-Hrkt,しんいのくちえき
新井口駅,en,Shin-inokuchi Sta.
新井口駅,ko,신이노구치 역
新井口駅,zh-cn,新井口站
新井口駅,zh-tw,新井口站
鈴が峰小学校下,ja,鈴が峰小学校下
鈴が峰小学校下,ja-Hrkt,すずがみねしょうがっこうした
鈴が峰小学校下,en,Suzugamine Shogakko-shita (Suzugamine Elementary School)
鈴が峰小学校下,ko,스즈가미네 초등학교
鈴が峰小学校下,zh-cn,铃峰小学下
鈴が峰小学校下,zh-tw,鈴峰小學下
鈴が峰住宅東,ja,鈴が峰住宅東
鈴が峰住宅東,ja-Hrkt,すずがみねじゅうたくひがし
鈴が峰住宅東,en,Suzugamine Jutaku-higashi
鈴が峰住宅東,ko,스즈가미네 주택
鈴が峰住宅東,zh-cn,铃峰住宅东
鈴が峰住宅東,zh-tw,鈴峰住宅東
